"Activity Score","When","Type","Gear","Name","Dist mi","Elv ft","Elapsed Time","Moving Time","Speed mph","Max Speed mph","Pace /mi","Max Pace /mi","Pace /100yds","Max Pace /100yds","Pwr W","Weighted Avg Pwr W","Max Pwr W","Power Meter","Cad","Heart","Max Heart","Elev/Dist ft/mi","Elev/Time ft/h","W/HR","Speed/HR","Temp °C","Cal","Energy kJ","Segs","PRs","Others","Kudos","Comments","Com","Trn","Man","Pri","Dist away mi","Activity Score 25%","Training Load","Intesity %","Segment PRs (K/QOM positions)","All segments (personal positions)","Ride/Run Type","400m","1 km","5 km","10 km","15 km","20 km","30 km","50 km","1/2 Mile","1 mile","2 mile","10 mile","Half Marathon","Marathon","Suffer Score","Points in red","% in red","H/R Zone 1","H/R Zone 2","H/R Zone 3","H/R Zone 4","H/R Zone 5","Power 0W","Power 0-50W","Power 50-100W","Power 100-150W","Power 150-200W","Power 200-250W","Power 250-300W","Power 300-350W","Power 350-400W","Power 400-450W","Power 450W+","Pace Zone 1","Pace Zone 2","Pace Zone 3","Pace Zone 4","Pace Zone 5","Flagged","Description","City","State","Tiles calculated","Activity Id","Activity Id"
30.86292429160124,"2017-11-05 16:45:18","Run","Salomon Red Trail","last long run, fast finish",27373.3,108.9,9004,7796,3.5112,4.9,458.3411712,328.43492352000004,26.042112,18.6610752,0,0,,0,89.2,,0,3.98,50.3,0,0,,2438,0,14,1,1,1,0,0,0,0,0,-1,63.40909090909091,,,,,"",101,263,1509,3180,4799,6546,,,211,433,926,5195,6907,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"for last 5 out of 5.5",,,0,1263280218,1263280218
36.21912999925846,"2017-11-04 17:37:39","Run","Saucony Black Iso","evening ga",17711.3,134.9,5795,5199,3.4067,4.5,472.342464,357.62842368,26.837639999999997,20.3197968,0,0,,0,88.4,,0,7.62,93.4,0,0,,1592.7,0,12,0,1,0,0,0,0,0,0,-1,66.78313430635411,,,,,"",108,283,1528,3130,4773,,,,228,465,973,5209,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1261455582,1261455582
42.79009976147382,"2017-11-03 11:53:05","Run","adidas Red Adistars","Lunch ga",12895.9,22,4010,3678,3.5062,9,458.9849088,178.81421184,26.078688,10.1598984,0,0,,0,89.2,,0,1.71,21.5,0,0,,1143.5,0,7,0,1,0,0,0,0,0,0,-1,94.60207370043435,,,,,"",100,270,1406,3008,,,,,215,437,899,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"8*100m strides throughout",,,0,1259529982,1259529982
15.22822243651559,"2017-11-02 17:31:09","Run","Saucony Black Iso","Afternoon Recovery",9663,38.9,3399,3132,3.0852,4.6,521.5883904,349.85529216000003,29.635704,19.8781416,0,0,,0,87,,0,4.03,44.7,0,0,,860.6,0,2,0,1,0,0,0,0,0,0,-1,19.672131147540984,,,,,"",115,302,1657,,,,,,240,503,1011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1258635393,1258635393
78.55679156908666,"2017-11-01 17:25:28","Run","Saucony kinvara 6","Afternoon VO2",16103.3,37.9,4979,4485,3.5905,6.4,448.2023040000001,251.46,25.466040000000003,14.2875,0,0,,0,90.1,,0,2.35,30.4,0,0,,1430.5,0,2,0,1,0,0,0,0,0,0,-1,80.32786885245902,,,,,"",81,245,1380,2819,4599,,,,167,407,847,4975,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"1.5 mi wu, 5*800m @ ~5:45 min/mi pace, ~5mi cd",,,0,1258635200,1258635200
76.70662548188838,"2017-10-31 06:01:38","Run","adidas Red Adistars","Morning ml",20935,136.9,6391,6002,3.488,4.8,461.39892480000003,335.27463552,26.215848,19.0496952,0,0,,0,89,,0,6.54,82.1,0,0,,1877.7,0,15,1,1,0,0,0,0,0,0,-1,95.87680364955472,,,,,"",101,272,1400,2922,4478,6070,,,214,442,891,4800,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1254852565,1254852565
0,"2017-10-30 12:05:00","Run","Saucony Black Iso","Lunch recovery",6437.4,0,2104,2104,3.0596,0,525.9336192,0,29.882592,0,0,0,,0,0,,0,0,0,0,0,,570.4,0,0,0,1,0,0,0,1,1,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1329382851,1329382851
50,"2017-10-29 09:03:28","Run","Salomon Red Trail","tune up Oktoberfest 13.1 half",21154.1,189.4,5747,5583,3.789,6.2,424.70588160000005,259.57109376,24.131016000000002,14.748357599999999,0,0,,0,91.2,,0,8.95,122.1,0,0,,1928.5,0,1,1,7,0,0,0,0,0,0,-1,50,,,,,"",92,245,1271,2561,3955,5432,,,191,398,807,4351,5730,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1254852088,1254852088
36.36363636363637,"2017-10-28 11:30:55","Run","Saucony Black Iso","Lunch Recovery",9662.7,44.5,3575,3080,3.1372,6.9,513.0588672,233.24222592,29.151071999999996,13.2523992,0,0,,0,88.2,,0,4.61,52,0,0,,860.5,0,1,0,1,0,0,0,0,0,0,-1,36.36363636363637,,,,,"",107,294,1643,,,,,,237,496,1039,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1254842984,1254842984
42.63098682095789,"2017-10-27 06:54:37","Run","Salomon Red Trail","Morning Recovery",9663.9,39.2,3289,3136,3.0816,4,522.232128,402.336,29.67228,22.86,0,0,,0,88,,0,4.06,45,0,0,,860.8,0,2,0,1,0,0,0,0,0,0,-1,45.09803921568627,,,,,"",121,314,1649,,,,,,251,503,1045,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1254842681,1254842681
50.503515184551276,"2017-10-26 17:23:23","Run","adidas Red Adistars","easy ml",20933.6,132.5,6988,6255,3.3467,4.7,480.87198720000004,342.42012288,27.322272,19.455688799999997,0,0,,0,89.2,,0,6.33,76.3,0,0,,1877.8,0,15,0,1,0,0,0,0,0,0,-1,70.3158796095151,,,,,"",104,283,1523,3129,4804,6585,,,225,467,941,5127,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1254842454,1254842454
0,"2017-10-26 12:12:00","Run","Saucony Black Iso","Lunch recovery",6437.4,0,2009,2009,3.2043,0,502.2762624,0,28.538424,0,0,0,,0,0,,0,0,0,0,0,,570.4,0,0,0,1,0,0,0,1,1,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1329381408,1329381408
41.89991520127817,"2017-10-25 17:38:05","Run","Saucony Kinvara 7 Waterproof","Afternoon ga",12889.5,30.2,4257,3945,3.2673,6.5,492.6201984,247.59757439999998,27.989783999999997,14.068043999999999,0,0,,0,87.7,125.2,139,2.34,27.6,0,0.0584,,1144.9,0,8,0,1,0,0,0,0,0,0,-1,57.770813243330124,,,,,"",92,272,1566,3275,,,,,212,440,973,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1254834032,1254834032
0,"2017-10-25 11:59:29","Run","Saucony Black Iso","Lunch treadmill recovery",6438.8,0,2016,2016,3.1938,3.7,503.8856064,434.95740288,28.629863999999998,24.7134888,0,0,,0,87.8,124.1,135,0,0,0,0.0576,,570.6,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1254833650,1254833650
0,"2017-10-24 17:40:21","Run","adidas Red Adistars","Afternoon vO2",14845.6,0,5210,5210,2.8494,4.8,564.7188096,335.27463552,32.086296,19.0496952,0,0,,0,92.8,134.5,168,0,0,0,0.0474,,1315.5,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1254833445,1254833445
0,"2017-10-24 11:50:00","Run","Saucony Black Iso","Lunch recovery",6437.4,0,2055,2055,3.1326,0,513.7026048,0,29.187648,0,0,0,,0,0,,0,0,0,0,0,,570.4,0,0,0,1,0,0,0,1,1,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1329375254,1329375254
17.347260227026464,"2017-10-23 17:15:03","Run","Saucony Black Iso","Afternoon ga",16105.8,35.4,5442,4904,3.2842,5.3,490.045248,303.65102592,27.84348,17.252899199999998,0,0,,0,88.7,128.1,142,2.2,26,0,0.0574,,1430.6,0,8,0,1,1,0,0,0,0,0,-1,38.38509316770187,,,,,"",111,286,1614,3376,5067,,,,232,477,1019,5437,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1244042743,1244042743
20,"2017-10-22 17:58:01","Run","adidas Red Adistars","Afternoon Recovery",9669.2,42,3853,3165,3.055,4.6,526.7382911999999,349.85529216000003,29.928312,19.8781416,0,0,,0,88,124.9,170,4.34,47.8,0,0.0547,,861.2,0,1,0,1,0,0,0,0,0,0,-1,20,,,,,"",115,321,1716,,,,,,255,522,1087,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1244041968,1244041968
34.50658952105432,"2017-10-22 13:30:31","Run","adidas Red Adistars","Afternoon Recovery",8055.7,38.6,2705,2480,3.2483,4.1,495.51701760000003,392.5190016,28.154376,22.302216,0,0,,0,87.1,136.6,177,4.79,56,0,0.0532,,718.8,0,2,0,1,0,0,0,0,0,0,-1,50.98039215686274,,,,,"",113,291,1593,,,,,,233,476,960,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1242487465,1242487465
46.083714744869205,"2017-10-21 10:45:45","Run","adidas Red Adistars","easier long",28978.8,134,9713,8532,3.3965,5.4,473.7908736,298.03441536,26.919936,16.9337736,0,0,,0,89.7,139.7,152,4.62,56.5,0,0.0544,,2591.8,0,19,1,1,0,0,0,0,0,0,-1,76.43731754032486,,,,,"",105,277,1438,3029,4763,6527,,,223,454,922,5251,6894,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1242487196,1242487196
0,"2017-10-20 07:10:00","Run","Saucony kinvara 6","cool down",2414,0,787,787,3.0673,0,524.646144,0,29.80944,0,0,0,,0,0,,0,0,0,0,0,,213.9,0,0,0,1,0,0,0,1,1,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1329372202,1329372202
0,"2017-10-20 06:03:00","Run","Saucony kinvara 6","attempt at 10k tune up",14564.6,0,3722,3722,3.9131,0,411.3483264,0,23.372063999999998,0,0,0,,0,0,,0,0,0,0,0,,1290.6,0,0,0,1,0,0,0,1,1,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1329371076,1329371076
0,"2017-10-20 05:48:40","Run","adidas Red Adistars","warm up",1612.1,0,555,555,2.9047,3.9,554.0971392,412.65189504000006,31.482792,23.4461304,0,0,,0,88.6,,0,0,0,0,0,,142.9,0,0,0,1,1,0,0,1,0,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1238744221,1238744221
17.142857142857142,"2017-10-17 12:17:06","Run","adidas Red Adistars","Lunch Recover",6887.7,29.8,2196,1876,3.6715,13.1,438.3853056,122.85732096000001,24.908255999999998,6.980529600000001,0,0,,0,89,117.6,131,4.33,57.2,0,0.0698,,613.2,0,1,0,1,0,0,0,0,0,0,-1,17.142857142857142,,,,,"",84,253,1618,,,,,,191,467,1038,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"sharp pain in quad from last night showed up @ end, probable strain",,,0,1238744099,1238744099
74.24619437939111,"2017-10-16 17:34:34","Run","Saucony Fastwitch Reds","Afternoon V02",16101.5,35.3,5228,4533,3.5521,6.2,453.030336,259.57109376,25.740359999999995,14.748357599999999,0,0,,0,90.9,135.4,165,2.19,28,0,0.0587,,1429.4,0,2,0,1,0,0,0,0,0,0,-1,86.88524590163935,,,,,"",83,235,1437,3006,4836,,,,172,413,852,5223,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"5*800m @ 5k pace, 1.5 mi wu, 5 mi moderate after",,,0,1233768206,1233768206
21.17882117882118,"2017-10-16 11:57:08","Run","adidas Red Adistars","Lunch Recovery",7125.7,29.8,2647,2043,3.4879,14.8,461.39892480000003,108.74337408000001,26.215848,6.1786008,0,0,,0,88.8,115.9,129,4.18,52.5,0,0.0673,,633.3,0,3,0,1,0,0,0,0,0,0,-1,28.571428571428573,,,,,"",93,283,1674,,,,,,213,469,1027,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1233281766,1233281766
0,"2017-10-15 15:59:01","Run","adidas Red Adistars","Afternoon Recovery",1614.7,24.1,584,537,3.0069,3.8,535.2678144,423.51496704000004,30.412944,24.0633504,0,0,,0,89.1,121.4,131,14.93,161.6,0,0.0554,,153.6,0,0,0,1,0,0,0,0,0,0,-1,0,,,,,"",129,331,,,,,,,260,582,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"watch died/broke/glitched? after 1st 4 mi",,,0,1233280717,1233280717
37.59241401478624,"2017-10-15 15:11:07","Run","adidas Red Adistars","Afternoon Recovery",6275.1,11.2,2566,2057,3.0506,4.9,527.5429632,328.43492352000004,29.974031999999998,18.6610752,0,0,,0,88.4,114.7,128,1.78,19.6,0,0.0595,,552.6,0,2,0,1,0,0,0,0,0,0,-1,56.55737704918033,,,,,"",115,306,1963,,,,,,243,556,1221,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1233280495,1233280495
41.891674702667956,"2017-10-15 08:57:42","Run","adidas Red Adistars","Morning Recovery",9659.1,41.4,3330,3102,3.1138,4.6,516.7603584,349.85529216000003,29.361383999999997,19.8781416,0,0,,0,88.9,122.4,137,4.29,48,0,0.0569,,860.5,0,2,0,1,0,0,0,0,0,0,-1,46.07843137254902,,,,,"",118,312,1662,,,,,,243,507,1031,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1233279740,1233279740
58.203071965002344,"2017-10-14 11:51:44","Run","adidas Red Adistars","Lunch Long run",35416.3,204.8,11613,9872,3.5876,6.1,448.52417280000003,263.81976192,25.484328,14.989759199999998,0,0,,0,91.5,141.4,166,5.78,74.7,0,0.0568,,3179.8,0,21,2,1,0,0,0,0,0,0,-1,90.2987740506596,,,,,"",93,241,1327,3045,4576,6158,9437,,191,393,831,4894,6548,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1230598466,1230598466
42.06777926434807,"2017-10-13 17:26:52","Run","Saucony Kinvara 7 Waterproof","evening ga",19325.4,137.4,6553,5858,3.299,4.5,487.7921664,357.62842368,27.715463999999997,20.3197968,0,0,,0,89.9,129,159,7.11,84.4,0,0.0572,,1737.7,0,13,0,1,0,0,0,0,0,0,-1,58.19925899609197,,,,,"",111,285,1516,3121,4893,,,,225,466,949,5303,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"hold off on tempo, take it easy to be fully recovered, add it @ end of long run tomorrow",,,0,1228838397,1228838397
21.673095467695276,"2017-10-12 17:38:14","Run","adidas Red Adistars","Afternoon Recovery",9667.1,39.1,3347,3084,3.1346,4.1,513.3807360000001,392.5190016,29.16936,22.302216,0,0,,0,89.6,123.3,137,4.04,45.6,0,0.0569,,861.8,0,2,0,1,0,0,0,0,0,0,-1,29.41176470588235,,,,,"",113,297,1636,,,,,,235,505,1035,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1227525660,1227525660
0,"2017-10-12 12:14:39","Run","Saucony Black Iso","lunch Recovery",8046.7,0,2585,2585,3.1128,0,516.9212928,0,29.370527999999997,0,0,0,,0,0,,0,0,0,0,0,,713.1,0,0,0,1,0,0,0,0,1,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1227534866,1227534866
20.026725277924236,"2017-10-11 17:27:27","Run","Saucony Black Iso","very easy ml",24146.4,149.7,8512,7662,3.1514,4.4,510.64485120000006,365.75561088,29.013912,20.7815688,0,0,,0,89.7,127.2,145,6.2,70.3,0,0.0554,,2167.2,0,18,0,1,0,0,0,0,0,0,-1,45.38217025940811,,,,,"",108,287,1525,3141,4934,6777,,,227,464,958,5333,7267,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"still very sore from tune up",,,0,1227524686,1227524686
0,"2017-10-11 11:45:44","Run","Saucony Black Iso","Lunch treadmill recovery",6443.9,0,2139,2139,3.0126,3.7,534.1412736,434.95740288,30.348936,24.7134888,0,0,,0,87.1,126.7,172,0,0,0,0.0532,,571,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1227524176,1227524176
35.50305368048859,"2017-10-10 18:12:12","Run","adidas Red Adistars","Evening Recovery",9670.3,39.1,3214,3127,3.0925,4.2,520.4618496,383.1848064,29.571696000000003,21.771864,0,0,,0,89.5,125.7,137,4.04,45,0,0.055,,862,0,2,0,1,0,0,0,0,0,0,-1,43.13725490196078,,,,,"",115,301,1635,,,,,,237,493,1018,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1224610915,1224610915
0,"2017-10-10 12:07:00","Run","Salomon Red Trail","Lunch recovery",9656.1,31.1,3007,3007,3.2112,0,501.1497216,0,28.474416,0,0,0,,0,0,,0,3.22,37.2,0,0,,855.7,0,0,0,1,0,0,0,0,1,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1323287998,1323287998
0,"2017-10-09 19:30:00","Run","Saucony kinvara 6","cool down",4828,0,1530,1530,3.1556,0,510.00111360000005,0,28.977336,0,0,0,,0,0,,0,0,0,0,0,,427.8,0,0,0,1,0,0,0,1,1,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1323279140,1323279140
0,"2017-10-09 17:40:00","Run","Saucony kinvara 6","attempt at tune up half marathon (treadmill)",21130.7,0,5490,5490,3.8489,0,418.1075712,0,23.756111999999998,0,0,0,,0,0,,0,0,0,0,0,,1872.5,0,0,0,1,0,0,0,1,1,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1323275697,1323275697
0,"2017-10-09 17:30:34","Run","Saucony Fastwitch Reds","Afternoon warm up",1612,0,512,512,3.1484,3.3,511.1276544,487.6795123200001,29.041344,27.709063200000003,0,0,,0,87.9,122.6,131,0,0,0,0.0574,,142.8,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1223154504,1223154504
0,"2017-10-09 11:47:10","Run","Saucony Black Iso","Lunch treadmill recovery",6440.3,0,2018,2018,3.1914,3.6,504.20747520000003,447.04357632000006,28.648152,25.400203200000004,0,0,,0,88.3,123.7,140,0,0,0,0.0577,,570.7,0,0,0,1,1,0,0,1,0,0,-1,0,,,,,"",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"",,,0,1223154433,1223154433
0,"2017-10-07 08:23:05","Run","Saucony kinvara 6","Morning Recovery",4829.5,42.1,1709,1479,3.2654,4.6,492.7811328000001,349.85529216000003,27.998928000000003,19.8781416,0,0,,0,89.3,126.7,138,8.72,102.5,0,0.0577,,433,0,0,0,1,0,0,0,0,0,0,-1,0,,,,,"",108,277,,,,,,,225,464,1176,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"bad mental day, turned around early",,,0,1223154356,1223154356
